,Tweets
102,آج ہم یومِ الحاقِ پاکستان کے تاریخی موقع کو یاد کرتے ہیں جب اہلِ کشمیر نے پاکستان کے ساتھ الحاق کی قرارداد منظور کی۔ہم کشمیری عوام سے اپنے عہد کی تجدید کرتے اور حقِ خودارادیت کی انکی جدوجہد میں ان کے ساتھ کھڑے ہیں۔
103,Kashmiris right of self-determination is recognised by the UNSC &amp; under international law. We will continue to fight for justice for Kashmiris as they struggle against the brutal &amp; illegal actions of the Hindutva Supremacist Indian govt in IOJK. I know that justice will prevail.
104,"Today we  commemorate the historic occasion of Youm-i-Ilhaq-e-Pakistan, when Kashmiris passed a resolution for accession to Pakistan. We reaffirm our commitment to the Kashmiri people &amp;  stand with them in their struggle for self-determination."
105,"عالمی ہوائی سفر پرعائد بڑی بندشوں کے باوجود ہم نےبیرون ملک پھنسے اپنےشہریوں اور سمندرپار کام کرنے والےپاکستانیوں کو وطن واپس لانے کا وعدہ نبھایا چنانچہ دنیا بھر سے 250,000 پاکستانی وطن واپس لائے گئے۔ میری حکومت سمندر پار پاکستانیوں کی ہر ممکن انداز میں مدد کا سلسلہ جاری رکھے گی۔"
106,"Despite massive disruptions in global air travel, we have fulfilled our promise of bringing back stranded Pakistanis &amp; our overseas workers.250,000 Pakistanis from around the world have been brought home. My govt will continue to support overseas Pakistanis  in every way possible"
107,قوم سےمیری اپیل ہےکہ اس مثبت رجحان کے تسلسل کیلئےحفاظتی تدابیر پرعملدرآمدجاری رکھے۔عیدالاضحیٰ کےموقع پرسادگی اپنائی جائےتاکہ عیدالفطر پر پیدا شدہ صورتحال سے بچاجاسکےجب ایس او پیز پسِ پشت ڈالےگئے، نتیجتاً اسپتال مریضوں سےبھرگئے۔ میں ایس او پیز کےسخت نفاذ کے احکامات صادر کررہا ہوں۔
108,ہمارےبدقسمت ہمسائےبھارت کےبرعکس پاکستان ان خوش قسمت ممالک میں شامل ہےجہاں اسپتالوں خصوصاًانتہائی نگہداشت کےشعبہ جات میں کروناءکےمریضوں کی تعداداورشرحِ اموات کم ہوئی ہیں۔یہ مثبت رجحان جزوی بندشوں کی ہماری حکمت عملی اورعوام کیجانب سےحکومت کی تجویزکردہ حفاظتی تدابیر اپنانے کا ثمر ہے
109,I urge the nation to continue observing SOPs essential to sustain our positive trend. Eid ul Azha must be celebrated with simplicity so as not to repeat what happened last Eid when SOPs were ignored &amp; our hospitals were choked. I am ordering strict implementation of govt SOPs.
110,"Pak is amongst the fortunate countries where COVID 19 cases in hospitals, esp in intensive care &amp; death rate have gone down, unlike in our unfortunate neighbor India. This positive trend has been the result of our smart lockdown policy &amp; the nation observing govt SOPs."
111,"میری دعائیں اور تمام تر ہمدردیاں کروناء (COVID-19) کےباعث انتقال کرنے والے نشتر میڈیکل یونیورسٹی کےوائس چانسلر مصطفیٰ کمال پاشا اور ندیم ممتاز کے اہل خانہ کے
ساتھ ہیں۔ ندیم ممتاز اور میں 9 برس تک ایچی سن میں اکھٹے رہے۔"
112,"My condolences &amp; prayers go to the families of Mustafa Kamal Pasha, VC Nishtar Medical University, &amp; Nadeem Mumtaz - both of whom passed away as a result of COVID19. Nadeem Mumtaz and I were together in Aitchison for 9 years."
113,پاکستان نے ہمیشہ پوری قوت سے اہلِ کشمیر کے حقِ خود ارادیت کی حمایت کی ہے اور مقبوضہ جموں و کشمیر کی غاصبانہ بھارتی تسلط سے مکمل آزادی تک اس منصفانہ جدوجہد کی پشتیبانی جاری رکھے گا۔ آزادی کا وہ دن اب زیادہ دور نہیں۔
114,انکی اولادوں نے نسل در نسل آزادی کیلئے اپنی جانیں نچھاور کی ہیں اور آج بھی وہ  آبادیات سےمصنوعی چھیڑچھاڑ (ڈیموگرافک انجینئرنگ) کے ذریعے کشمیریوں کو مٹانے اور انکی شناخت گم کرنے پر بضد نسل پرست ہندوتوا سرکار کیخلاف پوری جرات و جوانمردی سے برسرِ پیکار ہیں۔
115,آج یومِ شہدائے کشمیر کے موقع پر ہم جموں و کشمیر پر غیرقانونی و جابرانہ بھارتی قبضے کیخلاف جاری جدوجہد پر اہل کشمیر کو سلام پیش کرتے ہیں۔ 13 جولائی 1931 کے شہداء آج کی کشمیری مزاحمت کے اسلاف و اجداد تھے۔
116,Pakistan has always stood steadfast for the Kashmiri right to self-determination and will continue to support this just struggle till IOJK is liberated from the clutches of Indian illegal occupation. That day is not far.
117,"Their descendants have, generation after generation, laid down their lives for freedom and today they continue to valiantly fight &amp; defy a Hindutva Supremacist regime bent on demographic engineering to wipe out the Kashmiri people &amp; their identity."
118,"Today, on Yaum-e-Shuhada-e-Kashmir, we salute Kashmiris for their continued struggle against the illegal &amp; barbaric Indian occupation of Jammu &amp; Kashmir. The Shuhada of 13 July 1931 were the forefathers of today's Kashmiri resistance."
119,میری دعائیں اور ہمدردیاں جاں بحق افراد کے اہل خانہ کیساتھ ہیں اور متعلقہ حکام کو ان غمزدہ خاندانوں کی مکمل معاونت اور دیکھ بھال یقینی بنانے کے احکامات دیے جاچکے ہیں۔ اس سانحے کے بعد اب ریلوے کے پورے آپریشنل سیفٹی ایس او پیز کا ازسرِ نو جائزہ لیا جائے گا۔
120,آج سہ پہر شیخوپورہ کے نزدیک ریلوے پھاٹک پر رونما ہونے والے المناک حادثے، جس کے نتیجے میں 20 افراد جن میں بیشتر ننکانہ صاحب سے واپس لوٹنے والےسکھ زائرین  تھے، کے جاں بحق ہونے پر نہایت رنجیدہ اور مغموم ہوں اور زخمیوں کے بہترین علاج و نگہداشت کیلئےحکام کو ہدایات دے چکا ہوں۔
121,My condolences and prayers go to the families of the deceased. Have directed relevant authorities to ensure facilitation and care for all the families. Our entire railway's operational safety SOPs will be  reviewed immediately.
122,"Deeply saddened at the accident this afternoon at a railway crossing near Sheikhupura which resulted in the death of atleast 20 people, mainly Sikh pilgrims returning from Nankana Sahib. Have directed that proper medical care be provided to the injured."
123,میں نےاقوام متحدہ کےسیکرٹری جنرل سے رابطہ کیاہےاور میں دیگرعالمی رہنماؤں سے بھی بات کررہاہوں۔اس ناقابلِ قبول سمت میں بھارت کی پیش قدمی روکناضروری ہےکہ اس سےاہلِ کشمیرکےقانونی اوربین الاقوامی طورپرضمانت شدہ حقوق پرمزید زد پڑتی ہےاورجنوبی ایشیاء میں امن وسلامتی کوشدیدصدمہ پہنچتاہے۔
124,پہلےمقبوضہ جموں وکشمیرپرغیرقانونی قبضہ جمانےکی بھارتی کوشش اوراب 25 ہزار ہندوستانی شہریوں کوڈومیسائل سرٹیفکیٹس کےاجراء سمیت مقبوضہ وادی میں آبادی کا تناسب بدلنےکےتمام بھارتی حربےسراسرغیرقانونی اورچوتھےجینیوا کنونشن سمیت بین الاقوامی قانون اورسلامتی کونسل کی قراردادوں کےمنافی ہیں۔
125,I have approached UN Secretary General and am reaching out to other world leaders. India must be stopped from this unacceptable path that further usurps the legal &amp; internationally guaranteed rights of the Kashmiri people &amp; seriously imperils peace and security in South Asia.
126,"First India's attempt at illegal annexation of IOJK &amp; now its attempts to alter IOJK's demographic structure incl by issuance of domicile certificates to 25,000 Indian nationals are all illegal, in violation of UNSC resolutions &amp; international law, incl 4th Geneva Convention."
127,"میں کراچی میں پاکستان سٹاک ایکسچینج پر ہونے والا دہشت گردی کا قابلِ مذمت حملہ ناکام بنانے والے پولیس کے بہادر سپاہئیوں اور محافظوں کو سلام پیش کرتا ہوں.
 #PakistanStockExchange
 https://t.co/WGcM28wzSI"
128,I salute our brave police &amp; security personnel who thwarted the condemnable terrorist attack in Karachi on #PakistanStockExchange. https://t.co/WGcM28wzSI
129,"سمارٹ لاک ڈاؤن اختیارکرنےوالوں میں میری ٹیم سرفہرست ہے۔مجھےفخر ہےکہ کروناء سے پیدا شدہ بحرانی کیفیت میں وطنِ عزیزکو پیہم درست سمت میں رکھنےکیلئےیہ تدبیر میرےکام آئی۔آج سے اگر ہم ایس او پیز کالحاظ رکھتےہیں توبحران کی سنگینی سے بخوبی نجات پالیں گےانشاءاللہ۔ 
https://t.co/xC3kBWdxo3"
130,"My team was amongst the first to enforce smart lockdowns. I am proud of it for helping me continue to navigate our country through the Covid19 crisis. InshaAllah, from now onwards if we follow SOPs we will see off the worst of this crisis.
https://t.co/xC3kBWdxo3"
131,سابق امیر جماعت اسلامی سید منور حسن صاحب کی رحلت پر نہایت رنجیدہ اور غمگین ہوں۔ میری دعائیں اور ہمدردیاں انکے اہل خانہ کیساتھ ہیں۔
